"YEAR","CASEID","PERNUM","LINENO","WT06","LVWT"
2017,20170101171859,1,1,10006520.23636900,0.00000000000000
2017,20170101171865,1,1,3429110.810987000,0.00000000000000
2017,20170101171876,1,1,4134893.773989000,4116767.65822900
2017,20170101171880,1,1,1704690.580764000,0.00000000000000
2017,20170101171883,1,1,3299816.123566000,0.00000000000000
2017,20170101171888,1,1,1250041.718197000,1084152.07743000
2017,20170101171892,1,1,7006534.568851000,6346130.74341500
2017,20170101171903,1,1,1782778.324065000,1326170.65926500
2017,20170101171906,1,1,3583816.067679000,3198164.19376100
2017,20170101171935,1,1,8194628.704401000,0.00000000000000
2017,20170101171946,1,1,6298961.602626000,5775486.04675900
2017,20170101172007,1,1,16056965.60577400,17844653.1055690
2017,20170101172009,1,1,4693443.919250000,0.00000000000000
2017,20170101172010,1,1,10102200.89978800,0.00000000000000
2017,20170101172017,1,1,16381388.14336000,0.00000000000000
2017,20170101172019,1,1,3767058.343949000,2434086.73800200
2017,20170101172023,1,1,5128895.069677000,4304503.64551000
2017,20170101172030,1,1,7538198.248030000,0.00000000000000
2017,20170101172036,1,1,5352714.381542000,8762916.49296700
2017,20170101172037,1,1,6846743.902999000,7656636.54355900
2017,20170101172045,1,1,1974838.531577000,0.00000000000000
2017,20170101172049,1,1,7110501.056015000,5564147.76521900
2017,20170101172054,1,1,11953692.88182100,12144821.5745450
2017,20170101172081,1,1,2315491.157231000,2551058.94293900
2017,20170101172118,1,1,4315213.753209000,0.00000000000000
2017,20170101172125,1,1,7679123.554504000,6444821.91303000
2017,20170101172133,1,1,1653207.660031000,0.00000000000000
2017,20170101172147,1,1,11404016.82219900,0.00000000000000
2017,20170101172172,1,1,4883161.467874000,5643835.28350500
2017,20170101172175,1,1,8201943.924039000,15006407.8832530
2017,20170101172191,1,1,2690725.707659000,1647138.47027100
2017,20170101172195,1,1,4854643.330113000,0.00000000000000
2017,20170101172205,1,1,2652140.978839000,2658675.15703600
2017,20170101172209,1,1,17338764.55876000,0.00000000000000
2017,20170101172211,1,1,32584883.30821200,35917040.7167730
2017,20170101172222,1,1,5079975.198078000,4381254.67878600
2017,20170101172250,1,1,6531479.944253000,6236616.14203500
2017,20170101172256,1,1,4096253.213081000,2646796.17651100
2017,20170101172258,1,1,3625062.899814000,6950666.16511600
2017,20170101172274,1,1,2710424.037270000,0.00000000000000
2017,20170101172281,1,1,24496519.68904000,0.00000000000000
2017,20170101172288,1,1,14282484.02782000,0.00000000000000
2017,20170101172295,1,1,3069801.045013000,2714621.27106200
2017,20170101172338,1,1,18304953.20069300,0.00000000000000
2017,20170101172345,1,1,7364357.548154000,0.00000000000000
2017,20170101172349,1,1,9306541.541737000,8691226.57884900
2017,20170101172350,1,1,15980303.47599600,10801035.7789230
2017,20170101172358,1,1,1242610.643392000,0.00000000000000
2017,20170101172359,1,1,5790467.238575000,0.00000000000000
2017,20170101172397,1,1,3420845.341995000,2312138.37638000
2017,20170101172400,1,1,9214630.051842000,8564008.22298900
2017,20170101172402,1,1,5343883.548086000,5446317.91259600
2017,20170101172412,1,1,15829457.51204800,13470022.1662440
2017,20170101172422,1,1,1735963.977818000,0.00000000000000
2017,20170101172428,1,1,19250947.15910400,0.00000000000000
2017,20170101172431,1,1,1943663.746053000,2399454.96798200
2017,20170101172452,1,1,2154482.385100000,2083384.67588800
2017,20170101172487,1,1,8071969.062495000,0.00000000000000
2017,20170101172496,1,1,5535002.111571000,0.00000000000000
2017,20170101172535,1,1,12879466.12740800,0.00000000000000
2017,20170101172541,1,1,3102274.777877000,2945300.39183000
2017,20170110160773,1,1,5338835.319892000,0.00000000000000
2017,20170110161694,1,1,10149218.65127000,7845905.70161800
2017,20170110162245,1,1,7987506.406517000,0.00000000000000
2017,20170111160002,1,1,6359321.541963000,0.00000000000000
2017,20170111160007,1,1,3287243.376815000,0.00000000000000
2017,20170111160017,1,1,2032885.757318000,2116122.07442900
2017,20170111160018,1,1,4910619.964113000,6699734.47356600
2017,20170111160023,1,1,5592611.775193000,3373379.09100900
2017,20170111160025,1,1,4765161.577226000,4473679.08084200
2017,20170111160156,1,1,44608361.37898900,85320077.5306140
2017,20170111160159,1,1,5469691.012238000,0.00000000000000
2017,20170111160521,1,1,7355418.716075000,0.00000000000000
2017,20170111160536,1,1,2787557.400400000,0.00000000000000
2017,20170111160539,1,1,4689520.989596000,0.00000000000000
2017,20170111160565,1,1,14588268.01062800,0.00000000000000
2017,20170111160574,1,1,4858319.042394000,12405059.7727690
2017,20170111160579,1,1,4472237.543374000,3954794.13371200
2017,20170111160582,1,1,7100416.600617000,8538512.26092700
2017,20170111160611,1,1,8111960.944499000,0.00000000000000
2017,20170111160615,1,1,17717809.65237000,0.00000000000000
2017,20170111160617,1,1,2328265.895330000,0.00000000000000
2017,20170111160633,1,1,7948440.577597000,0.00000000000000
2017,20170111160637,1,1,13667094.42525900,11792006.6690500
2017,20170111160679,1,1,3750540.793816000,0.00000000000000
2017,20170111160692,1,1,7183345.007536000,7494083.26472300
2017,20170111160704,1,1,1958022.846596000,0.00000000000000
2017,20170111160706,1,1,20431029.40936900,22522121.8124090
2017,20170111160707,1,1,21614414.91208900,22144407.4778050
2017,20170111160714,1,1,1711288.072214000,0.00000000000000
2017,20170111160718,1,1,4336220.035564000,3225621.32692400
2017,20170111160720,1,1,5593829.505295000,0.00000000000000
2017,20170111160728,1,1,2736993.254436000,2877578.56334800
2017,20170111160730,1,1,3647566.932662000,3255054.87393500
2017,20170111160732,1,1,6478099.312962000,0.00000000000000
2017,20170111160736,1,1,4226791.376359000,0.00000000000000
2017,20170111160746,1,1,5352782.758669000,3092866.66860200
2017,20170111160755,1,1,15842712.78412300,30376688.8342560
2017,20170111160758,1,1,2362004.727727000,1404662.18986700
2017,20170111160767,1,1,12863219.48033900,0.00000000000000
2017,20170111160768,1,1,3185531.500614000,3931120.37351100
2017,20170111160777,1,1,15518790.71638600,15849672.8516590
2017,20170111160794,1,1,15856538.16867600,13125703.2957460
2017,20170111160813,1,1,3524881.793465000,2520562.17048900
2017,20170111160819,1,1,2152686.785204000,1695011.34245100
2017,20170111160846,1,1,2927264.944855000,3475523.09666300
2017,20170111160856,1,1,22612745.18584500,23232480.2925350
2017,20170111160860,1,1,2982935.519659000,0.00000000000000
2017,20170111160866,1,1,10458563.63698400,7085182.21343700
2017,20170111160871,1,1,11351563.72632400,0.00000000000000
2017,20170111160877,1,1,9270643.836802000,0.00000000000000
2017,20170111160914,1,1,8075358.179599000,4925115.22769200
2017,20170111160924,1,1,3175481.906050000,0.00000000000000
2017,20170111160926,1,1,11405216.78340400,0.00000000000000
2017,20170111160934,1,1,4332489.600588000,0.00000000000000
2017,20170111160951,1,1,6582644.550627000,0.00000000000000
2017,20170111160970,1,1,44794960.12050900,27035716.7300830
2017,20170111160976,1,1,13575673.61950900,0.00000000000000
2017,20170111160979,1,1,2743007.793656000,1858258.04627800
2017,20170111160985,1,1,1597933.891574000,1103174.53967300
2017,20170111160989,1,1,7023796.428478000,6410904.85251000
2017,20170111161000,1,1,1228196.747900000,0.00000000000000
2017,20170111161002,1,1,2359391.922868000,0.00000000000000
2017,20170111161009,1,1,7699097.115849000,4806659.28221700
2017,20170111161011,1,1,16646302.04022300,24368322.2276060
2017,20170111161025,1,1,10750644.40984300,3368342.61487300
2017,20170111161027,1,1,2206948.194331000,1794718.28453000
2017,20170111161049,1,1,3335984.494742000,0.00000000000000
2017,20170111161051,1,1,6127642.666992000,0.00000000000000
2017,20170111161052,1,1,1402149.382890000,1396002.78677000
2017,20170111161069,1,1,7274478.806649000,0.00000000000000
2017,20170111161091,1,1,3710036.429564000,4235963.43707100
2017,20170111161099,1,1,22649433.03766200,0.00000000000000
2017,20170111161104,1,1,6922218.529059000,3999695.09815000
2017,20170111161113,1,1,14969052.27581200,0.00000000000000
2017,20170111161126,1,1,12175265.45207400,10949737.7793200
2017,20170111161152,1,1,6567958.750891000,0.00000000000000
2017,20170111161164,1,1,19867120.94890300,9030647.77682400
2017,20170111161171,1,1,13396258.64215500,17963927.3303120
2017,20170111161201,1,1,5493018.467703000,0.00000000000000
2017,20170111161218,1,1,3489006.348182000,2254423.29412200
2017,20170111161241,1,1,7115434.009514000,0.00000000000000
2017,20170111161245,1,1,8718244.155708000,4147091.67835000
2017,20170111161249,1,1,2555809.340796000,0.00000000000000
2017,20170111161256,1,1,43821092.21099100,0.00000000000000
2017,20170111161258,1,1,4868904.982738000,5252502.81907200
2017,20170111161259,1,1,1980773.104105000,0.00000000000000
2017,20170111161261,1,1,2257729.136816000,2371600.85014400
2017,20170111161268,1,1,3545753.636903000,2535487.14729100
2017,20170111161279,1,1,3782517.021419000,0.00000000000000
2017,20170111161286,1,1,65919058.27181000,0.00000000000000
2017,20170111161294,1,1,10863345.38573400,0.00000000000000
2017,20170111161309,1,1,89836477.94042100,0.00000000000000
2017,20170111161316,1,1,3508469.020719000,2139795.38932200
2017,20170111161321,1,1,3646069.802961000,2355909.92835800
2017,20170111161394,1,1,3374960.225958000,3755832.65958200
2017,20170111161409,1,1,4670873.896462000,11018025.3335140
2017,20170111161411,1,1,4296068.724140000,0.00000000000000
2017,20170111161414,1,1,7762778.743450000,16341267.8163040
2017,20170111161430,1,1,12503366.70485400,0.00000000000000
2017,20170111161433,1,1,5213590.299518000,0.00000000000000
2017,20170111161434,1,1,2796290.556608000,0.00000000000000
2017,20170111161435,1,1,6884220.150265000,4457908.89483200
2017,20170111161443,1,1,6077556.178059000,0.00000000000000
2017,20170111161447,1,1,5887974.916791000,8284163.83186100
2017,20170111161463,1,1,4647285.894771000,0.00000000000000
2017,20170111161480,1,1,6273536.766833000,4698756.57484400
2017,20170111161488,1,1,2305979.538805000,0.00000000000000
2017,20170111161489,1,1,14438575.71412600,12901531.7618020
2017,20170111161490,1,1,3775479.121534000,0.00000000000000
2017,20170111161522,1,1,4622142.405409000,3305188.08184900
2017,20170111161525,1,1,3104397.002107000,2611373.91721300
2017,20170111161533,1,1,1736971.648243000,0.00000000000000
2017,20170111161541,1,1,10429493.70419100,0.00000000000000
2017,20170111161543,1,1,3686603.977231000,0.00000000000000
2017,20170111161558,1,1,4063425.515350000,0.00000000000000
2017,20170111161571,1,1,3503682.447208000,2760078.57145400
2017,20170111161581,1,1,7405250.431749000,0.00000000000000
2017,20170111161585,1,1,2089961.478429000,0.00000000000000
2017,20170111161605,1,1,11159238.98372100,0.00000000000000
2017,20170111161633,1,1,7587021.922571000,0.00000000000000
2017,20170111161639,1,1,3778260.383063000,3511486.92970900
2017,20170111161660,1,1,5862566.433411000,0.00000000000000
2017,20170111161679,1,1,15933965.22155200,0.00000000000000
2017,20170111161690,1,1,952280.0811580000,1205690.62669200
2017,20170111161694,1,1,2327560.152476000,0.00000000000000
2017,20170111161700,1,1,3035931.323818000,0.00000000000000
2017,20170111161701,1,1,4209696.472084000,3275842.68607400
2017,20170111161705,1,1,14567672.95576500,0.00000000000000
2017,20170111161727,1,1,10597640.37056500,0.00000000000000
2017,20170111161732,1,1,1388474.548632000,0.00000000000000
2017,20170111161734,1,1,4653710.225682000,5090078.93127000
2017,20170111161747,1,1,3323897.293686000,0.00000000000000
2017,20170111161754,1,1,5073168.138502000,5884311.86531600
2017,20170111161788,1,1,31411625.65630900,0.00000000000000
2017,20170111161794,1,1,1183616.158079000,0.00000000000000
2017,20170111161816,1,1,4849222.451950000,6771948.46080700
2017,20170111161819,1,1,5085695.756605000,0.00000000000000
2017,20170111161840,1,1,1867091.092325000,0.00000000000000
2017,20170111161876,1,1,2658780.988046000,0.00000000000000
2017,20170111161905,1,1,12326758.46126000,0.00000000000000
2017,20170111161917,1,1,1659445.222957000,0.00000000000000
2017,20170111161930,1,1,10382272.59534800,0.00000000000000
2017,20170111161933,1,1,8323757.656491000,5089319.75000600
2017,20170111161947,1,1,1398385.877702000,1291313.74437100
2017,20170111161948,1,1,3940205.953284000,0.00000000000000
2017,20170111161952,1,1,8025035.872743000,6774692.54252300
2017,20170111161954,1,1,6129124.651761000,0.00000000000000
2017,20170111161958,1,1,798949.1657290000,0.00000000000000
2017,20170111161967,1,1,6789492.553777000,4590262.46724200
2017,20170111161970,1,1,6265051.487860000,0.00000000000000
2017,20170111161971,1,1,1702029.869213000,0.00000000000000
2017,20170111161977,1,1,7020060.261097000,6215227.74360400
2017,20170111161980,1,1,2692351.763763000,3210723.07139800
2017,20170111161981,1,1,2183659.435340000,0.00000000000000
2017,20170111161982,1,1,5878372.645081000,0.00000000000000
2017,20170111161988,1,1,6453088.688319000,0.00000000000000
2017,20170111161998,1,1,8729370.778094000,5323993.80822200
2017,20170111162011,1,1,14557460.09372900,12719569.1623890
2017,20170111162029,1,1,2014045.839226000,0.00000000000000
2017,20170111162038,1,1,11721867.71061100,0.00000000000000
2017,20170111162039,1,1,8427991.604611000,0.00000000000000
2017,20170111162040,1,1,6452952.841366000,0.00000000000000
2017,20170111162071,1,1,2300680.422607000,1686327.24096700
2017,20170111162093,1,1,7457309.518647000,0.00000000000000
2017,20170111162104,1,1,3372453.520790000,4025435.29785500
2017,20170111162123,1,1,3139330.615968000,0.00000000000000
2017,20170111162128,1,1,1729344.985550000,0.00000000000000
2017,20170111162144,1,1,10376512.95557400,0.00000000000000
2017,20170111162146,1,1,3303500.995236000,0.00000000000000
2017,20170111162173,1,1,4472443.825939000,4551932.49128800
2017,20170111162182,1,1,5027253.283837000,0.00000000000000
2017,20170111162192,1,1,7029149.204346000,0.00000000000000
2017,20170111162195,1,1,17861604.19470100,0.00000000000000
2017,20170111162209,1,1,3787305.009601000,3551694.36996700
2017,20170111162211,1,1,5334926.694753000,0.00000000000000
2017,20170111162233,1,1,5187835.816240000,0.00000000000000
2017,20170111162238,1,1,55831687.02138900,83774804.2352090
2017,20170111162239,1,1,3247876.012711000,2705277.15069000
2017,20170111162242,1,1,1619620.221100000,1534457.73334500
2017,20170111162244,1,1,29913502.52508600,38237278.8053280
2017,20170111162253,1,1,4668283.823728000,0.00000000000000
2017,20170111162261,1,1,4145328.585317000,0.00000000000000
2017,20170111162265,1,1,15201244.06884200,8487822.80186400
2017,20170111162280,1,1,61508192.91534900,0.00000000000000
2017,20170111162281,1,1,3044277.360608000,3988461.01934900
2017,20170111162292,1,1,5646165.508018000,0.00000000000000
2017,20170111162298,1,1,6141309.143886000,0.00000000000000
2017,20170111162311,1,1,1881328.277044000,0.00000000000000
2017,20170111162316,1,1,4258546.954932000,0.00000000000000
2017,20170111162320,1,1,4416991.248204000,0.00000000000000
2017,20170111162352,1,1,23613025.42084400,24634481.3523740
2017,20170111162377,1,1,17290384.30134200,0.00000000000000
2017,20170111162386,1,1,12705132.91429400,0.00000000000000
2017,20170111162405,1,1,2455555.059939000,0.00000000000000
2017,20170111162421,1,1,23956649.40462700,0.00000000000000
2017,20170111162442,1,1,8409858.529602000,6930997.12977300
2017,20170111162447,1,1,3507736.665376000,0.00000000000000
2017,20170111162448,1,1,6245933.187552000,5076021.37209400
2017,20170111162458,1,1,39893621.58314900,50350580.7015850
2017,20170111162478,1,1,14455798.60949200,13701826.8887920
2017,20170111162487,1,1,13252729.18489900,13134257.5676780
2017,20170111162503,1,1,12985681.70992900,13504821.1544050
2017,20170111162516,1,1,3604450.554017000,2329017.62867800
2017,20170111162520,1,1,14716536.12114700,18028367.1955330
2017,20170111162523,1,1,6352559.555623000,0.00000000000000
2017,20170111162526,1,1,2164121.198652000,2915904.40269800
2017,20170112160001,1,1,3529161.865219000,4623975.11562800
2017,20170112160005,1,1,3106720.887501000,0.00000000000000
2017,20170112160008,1,1,5188759.448023000,0.00000000000000
2017,20170112160010,1,1,7455856.035570000,7388973.79755600
2017,20170112160018,1,1,11857284.30311600,11078924.1719850
2017,20170112160021,1,1,2372255.300457000,0.00000000000000
2017,20170112160024,1,1,14329592.24920700,0.00000000000000
2017,20170112160040,1,1,3322779.106493000,4247511.07138900
2017,20170112160052,1,1,9131965.698661000,7520558.15586500
2017,20170112160055,1,1,7352918.517854000,0.00000000000000
2017,20170112160056,1,1,2763988.839186000,2980724.96335900
2017,20170112160063,1,1,3204112.982330000,4389503.28729500
2017,20170112160074,1,1,14012952.33692000,0.00000000000000
2017,20170112160080,1,1,3002933.649352000,0.00000000000000
2017,20170112160090,1,1,6293378.960615000,0.00000000000000
2017,20170112160092,1,1,10721837.74344400,0.00000000000000
2017,20170112160093,1,1,3542960.804147000,0.00000000000000
2017,20170112160094,1,1,1284262.218839000,0.00000000000000
2017,20170112160095,1,1,7692247.300077000,0.00000000000000
2017,20170112160101,1,1,16080383.30295500,0.00000000000000
2017,20170112160104,1,1,16990402.63630100,0.00000000000000
2017,20170112160106,1,1,2723691.220171000,3872196.51873900
2017,20170112160107,1,1,5293461.267476000,5582240.55379000
2017,20170112160109,1,1,16869701.23767800,19743217.9488800
2017,20170112160119,1,1,4399903.607313000,0.00000000000000
2017,20170112160121,1,1,7550869.333032000,12474499.2578860
2017,20170112160124,1,1,6664584.917173000,6268815.58865100
2017,20170112160137,1,1,8428619.702767000,0.00000000000000
2017,20170112160507,1,1,3559714.489879000,7065031.67545100
2017,20170112160509,1,1,1998928.600583000,1857789.28467600
2017,20170112160511,1,1,4605906.145122000,0.00000000000000
2017,20170112160515,1,1,3945141.661811000,3368825.46034100
2017,20170112160518,1,1,3502634.873938000,0.00000000000000
2017,20170112160526,1,1,8364291.305067000,0.00000000000000
2017,20170112160527,1,1,11354908.63430500,0.00000000000000
2017,20170112160531,1,1,6899992.759941000,0.00000000000000
2017,20170112160536,1,1,1948696.177736000,2205251.08378800
2017,20170112160539,1,1,8173524.244518000,5949601.57295500
2017,20170112160545,1,1,2982327.532295000,2746045.52322200
2017,20170112160551,1,1,6891626.377268000,12747166.3951790
2017,20170112160552,1,1,5612992.694546000,0.00000000000000
2017,20170112160554,1,1,11970587.82590700,14620949.8301190
2017,20170112160560,1,1,38092432.94151500,35458617.9378570
2017,20170112160562,1,1,4893096.001695000,0.00000000000000
2017,20170112160571,1,1,8780469.019951000,8339363.02797300
2017,20170112160572,1,1,1761718.702118000,0.00000000000000
2017,20170112160573,1,1,7551815.376308000,0.00000000000000
2017,20170112160574,1,1,2043782.056000000,0.00000000000000
2017,20170112160577,1,1,25634873.76194600,0.00000000000000
2017,20170112160579,1,1,12922558.26914900,13439174.1751080
2017,20170112160580,1,1,7862643.552149000,11653553.9526730
2017,20170112160581,1,1,4547273.335465000,4359285.19729500
2017,20170112160590,1,1,4597034.183856000,5363067.08137500
2017,20170112160597,1,1,3382011.159985000,3225013.56969400
2017,20170112160600,1,1,21913547.81044700,0.00000000000000
2017,20170112160601,1,1,3383631.137359000,0.00000000000000
2017,20170112160602,1,1,6476686.495345000,0.00000000000000
2017,20170112160607,1,1,6465566.950838000,0.00000000000000
2017,20170112160608,1,1,14085790.17719000,0.00000000000000
2017,20170112160609,1,1,2714442.173850000,1834682.74451800
2017,20170112160612,1,1,9828750.747610000,15170575.6730670
2017,20170112160616,1,1,2079284.155597000,1198913.44680600
2017,20170112160617,1,1,1958364.240037000,0.00000000000000
2017,20170112160620,1,1,3074540.193120000,0.00000000000000
2017,20170112160621,1,1,21688406.58650200,21840477.1033190
2017,20170112160623,1,1,7941124.021530000,0.00000000000000
2017,20170112160624,1,1,5875463.817164000,0.00000000000000
2017,20170112160625,1,1,15303797.75028000,0.00000000000000
2017,20170112160628,1,1,3385430.225717000,3751069.42955300
2017,20170112160629,1,1,6281880.246582000,6047680.72934100
2017,20170112160636,1,1,5522844.431169000,0.00000000000000
2017,20170112160641,1,1,6750367.453294000,3356453.00052600
2017,20170112160643,1,1,12869131.35894600,0.00000000000000
2017,20170112160646,1,1,19967282.99111900,25624509.1729660
2017,20170112160648,1,1,9971786.457457000,0.00000000000000
2017,20170112160649,1,1,1444445.442170000,1438113.43300000
2017,20170112160650,1,1,1347740.756221000,1093011.86462700
2017,20170112160652,1,1,4397829.330325000,8728453.81569600
