naics4,cust_int,cust_int_indirect,total_linkage,cons_share,naics4_title
8112,0.446173600855814,0.4969487667564345,30770.0,0.10418384389336377,Electronic and Precision Equipment Repair and Maintenance
8113,0.34066905147654974,0.4831892339271493,56219.0,0.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
8114,0.5250414934635198,0.5054422359606212,14864.0,0.49368299614508004,Personal and Household Goods Repair and Maintenance
8121,0.7802473425118607,0.7802473425118606,337.0,0.9946983681606734,Personal Care Services
8122,0.7120563924103098,0.0,0.0,1.0,Death Care Services
8123,0.47739614013850384,0.5629793033140068,12008.0,0.4628894080996885,Drycleaning and Laundry Services
8129,0.6353841642736656,0.5151354383594322,5874.0,0.8775523025695797,Other Personal Services
8131,0.5740223638576526,0.0,0.0,1.0,Religious Organizations
8132,0.577920411212227,0.5733890889509763,219.0,0.9949795760023733,Grantmaking and Giving Services
8133,0.5942593251097563,0.5733890889509763,219.0,0.9949795760023733,Social Advocacy Organizations
8134,0.6331749460136614,0.49869128576690325,16982.0,0.7633018398806564,Civic and Social Organizations
8139,0.5035720432128652,0.49869128576690325,16982.0,0.7633018398806564,"Business, Professional, Labor, Political, and Similar Organizations"
9991,0.48738068047879995,,,,
9992,0.5579110735736307,,,,
9993,0.6229332677067333,,,,
